nome_wiki,dob_wiki,nacionalidade_wiki,nivel_match,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,dob_iso,dob_date,name_norm
Johan Vásquez,1998-10-22,México,1,51067636,,Johan Felipe Vásquez,22/10/1998 (23 years old),MEX,Italian Serie A,Cremonese,Italy (Serie A),Left,Reasonable,Very Strong,D (LC),184 cm,74 kg,23,€1.1M - €11M,"€68,000 p/m",154,6,,6,-,Intelligent,-,Full-Back,Defend,D (L),13,1,8,12,14,14,13,1,1,14,14,3,7,13,13,8,1,8,11,8,5,3,14,12,2,8,10,7,13,15,9,2,13,11,6,14,1,3,3,14,11,14,12,12,1,10,12,1998-10-22,1998-10-22,johan felipe vasquez
Gerardo Arteaga,1998-09-07,México,1,51065637,Wnt,Gerardo Arteaga,7/9/1998 (23 years old),MEX,Jupiler Pro League,KRC Genk,Belgium (Jupiler Pro League),Left,Reasonable,Very Strong,D/WB (L),174 cm,65 kg,23,€5.8M - €7M,"€37,000 p/m",147,2,,16,9,Technical,-,Wing-Back,Defend,D (L),15,3,14,11,12,12,14,1,3,14,14,10,11,11,14,12,3,10,13,13,10,2,9,8,1,10,10,12,12,15,12,3,13,12,10,13,1,2,4,15,11,13,14,14,2,11,15,1998-09-07,1998-09-07,gerardo arteaga
Luis Romo,1995-06-05,México,1,51042458,,Luis Romo,5/6/1995 (27 years old),MEX,Mexican First Division,Monterrey,Mexico (First Division),Right,Very Strong,Reasonable,"D (C), DM, M (C)",182 cm,82 kg,27,€450K - €9.2M,"€76,000 p/m",159,23,Main,24,-,Technical,-,Deep Lying Playmaker,Support,DM,12,1,9,10,13,15,13,3,4,15,13,6,12,14,14,8,3,11,13,12,6,2,11,11,1,13,12,11,12,14,13,2,13,13,10,12,2,2,3,17,12,12,14,13,1,14,16,1995-06-05,1995-06-05,luis romo
Carlos Rodríguez,1997-01-03,México,1,51055617,,Carlos Rodríguez,3/1/1997 (25 years old),MEX,Mexican First Division,Cruz Azul,Mexico (First Division),Right,Very Strong,Reasonable,M/AM (C),176 cm,66 kg,25,€5.4M - €9.8M,"€92,500 p/m",153,14,Main,32,-,Technical,-,Advanced Playmaker,Support,M (C),12,1,8,15,13,16,12,3,3,15,14,11,12,15,14,13,4,12,15,13,11,2,8,9,1,10,11,13,10,13,14,2,12,14,13,11,2,2,2,14,7,11,14,15,3,15,14,1997-01-03,1997-01-03,carlos rodriguez
Raúl Jiménez,1991-05-05,México,1,51013463,,Raúl Jiménez,5/5/1991 (31 years old),MEX,English Premier Division,Wolves,England (Premier Division),Right,Very Strong,Fairly Strong,ST (C),190 cm,76 kg,31,Not for Sale,"€503,000 p/m",370,119,Main,96,4,Leader,-,Pressing Forward,Attack,ST (C),14,3,17,12,13,14,16,2,2,15,14,6,11,12,16,14,3,15,12,9,8,1,16,15,3,8,13,6,8,14,15,2,14,13,20,10,1,3,2,14,13,9,15,14,3,11,18,1991-05-05,1991-05-05,raul jimenez
Alexis Vega,1997-11-25,México,1,51054788,,Alexis Vega,25/11/1997 (24 years old),MEX,Mexican First Division,Chivas,Mexico (First Division),Right,Very Strong,Reasonable,"AM (RLC), ST (C)",172 cm,72 kg,24,€4.9M - €7.4M,"€101,000 p/m",131,26,Main,19,-,Technical,-,Inverted Winger,Support,AM (L),14,2,13,13,14,13,13,2,2,12,13,10,11,11,11,15,3,14,13,12,13,4,13,13,1,14,14,7,5,10,13,1,13,12,11,9,2,3,2,12,14,7,11,15,2,10,12,1997-11-25,1997-11-25,alexis vega
Rogelio Funes Mori,1991-03-05,México,1,14023764,,Rogelio Funes Mori,5/3/1991 (31 years old),MEX,Mexican First Division,Monterrey,Mexico (First Division),Right,Very Strong,Fairly Strong,ST (C),185 cm,74 kg,31,Not for Sale,"€79,500 p/m",361,148,,15,-,Physical,-,Deep Lying Forward,Support,ST (C),12,4,11,12,12,10,12,1,1,11,13,8,9,13,11,10,1,16,14,11,10,2,15,14,2,10,12,5,5,13,15,3,13,13,13,8,3,2,3,13,14,5,14,15,1,12,12,1991-03-05,1991-03-05,rogelio funes mori
Rodolfo Cota,1987-07-03,México,1,5666466,,Rodolfo Cota,3/7/1987 (34 years old),MEX,Mexican First Division,León,Mexico (First Division),Right Only,Very Strong,Weak,GK,182 cm,78 kg,34,€240K - €2.4M,"€77,500 p/m",427,-,,8,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,13,13,8,13,13,14,14,14,14,11,12,5,3,13,10,4,5,2,4,3,10,12,8,12,8,13,2,2,6,14,11,14,12,10,2,13,10,14,14,12,12,8,13,9,12,11,10,1987-07-03,1987-07-03,rodolfo cota
Guillermo Ochoa,1985-07-13,México,1,5666492,,Guillermo Ochoa,13/7/1985 (36 years old),MEX,Mexican First Division,América,Mexico (First Division),Right,Very Strong,Weak,GK,185 cm,78 kg,36,€150K - €1.5M,"€325,000 p/m",575,-,Main,128,6,Shot Stopper,-,Sweeper Keeper,Attack,GK,13,10,7,16,15,8,14,12,12,17,15,3,2,11,16,2,15,3,11,7,7,13,10,12,13,15,2,10,7,12,5,16,12,11,10,13,15,17,7,12,13,13,14,9,11,9,8,1985-07-13,1985-07-13,guillermo ochoa
Érick Gutiérrez,1995-06-15,México,1,51042308,,Érick Gutiérrez,15/6/1995 (27 years old),MEX,Eredivisie,PSV,Holland (Eredivisie),Left,Fairly Strong,Very Strong,"DM, M (C)",181 cm,74 kg,27,€500K - €8M,"€72,500 p/m",203,20,Main,33,7,Creative,-,Deep Lying Playmaker,Defend,M (C),12,1,8,13,13,14,14,2,4,14,13,12,12,14,13,8,2,10,13,15,9,1,7,9,1,12,11,13,11,15,10,1,12,15,12,10,1,3,3,12,11,11,15,14,1,15,14,1995-06-15,1995-06-15,erick gutierrez
Héctor Moreno,1988-01-17,México,1,51000042,Wnt,Héctor Moreno,17/1/1988 (34 years old),MEX,Mexican First Division,Monterrey,Mexico (First Division),Left,Reasonable,Very Strong,D (C),182 cm,80 kg,34,€130K - €1.3M,"€104,000 p/m",403,29,Main,124,3,Intelligent,-,Ball Playing Defender,Stopper,D (C),12,2,15,10,13,14,14,4,1,14,14,8,7,14,13,9,1,5,13,14,10,2,15,11,1,13,9,11,15,14,7,1,12,13,6,15,2,3,2,15,13,14,16,13,2,13,15,1988-01-17,1988-01-17,hector moreno
Héctor Herrera,1990-04-19,México,1,5664830,,Héctor Herrera,19/4/1990 (32 years old),MEX,Major League Soccer,Houston,U.S.A. (MLS),Right,Very Strong,Fairly Strong,M (C),178 cm,72 kg,32,Not for Sale,"€441,000 p/m",384,54,Main,100,15,Leader,-,Ball Winning Midfielder,Defend,M (C),12,1,14,13,15,15,16,1,3,15,14,12,12,15,14,13,3,12,13,11,10,2,12,13,1,16,13,10,11,16,14,2,12,14,12,14,1,1,2,15,14,14,15,14,2,14,15,1990-04-19,1990-04-19,hector herrera
Orbelín Pineda,1996-03-24,México,1,51052239,,Orbelín Pineda,24/3/1996 (26 years old),MEX,Greek Super League 1,AEK,Greece (Super League 1),Right,Very Strong,Reasonable,"M (C), AM (L)",168 cm,60 kg,26,€7M - €8.6M,"€67,000 p/m",248,25,Main,48,-,Technical,-,Inverted Winger,Support,AM (L),15,2,9,16,12,12,12,1,4,12,13,9,13,13,12,14,3,13,13,14,10,3,9,4,3,7,13,8,10,16,12,3,13,14,12,12,2,3,2,15,8,11,13,16,2,14,12,1996-03-24,1996-03-24,orbelin pineda
Andrés Guardado,1986-09-28,México,1,5667723,Wnt,Andrés Guardado,28/9/1986 (35 years old),MEX,Spanish First Division,Real Hispalis,Spain (First Division),Left,Weak,Very Strong,"DM, M/AM (LC)",169 cm,60 kg,35,€85K - €850K,"€79,500 p/m",471,37,Main,175,-,Leader,-,Central Midfielder,Attack,M (C),12,1,13,13,11,14,16,3,4,13,14,13,13,13,17,11,2,10,14,12,12,3,6,9,3,15,15,10,9,15,15,1,12,16,17,12,3,1,1,12,10,11,14,14,3,15,15,1986-09-28,1986-09-28,andres guardado
Jorge Sánchez,1997-12-10,México,1,51055821,,Jorge Sánchez,10/12/1997 (24 years old),MEX,Eredivisie,Ajax,Holland (Eredivisie),Right,Very Strong,Fairly Strong,"D (RL), WB (R)",175 cm,66 kg,24,€5M - €9.2M,"€130,000 p/m",163,4,Main,25,6,Technical,-,Wing-Back,Defend,D (R),16,3,8,15,15,11,13,1,2,11,9,4,11,11,15,10,2,6,13,8,4,3,11,9,1,6,6,10,15,14,12,2,15,11,10,14,1,2,3,15,9,15,13,12,2,11,16,1997-12-10,1997-12-10,jorge sanchez
Henry Martín,1992-11-18,México,1,51040877,Wnt,Henry Martín,18/11/1992 (29 years old),MEX,Mexican First Division,América,Mexico (First Division),Right,Very Strong,Reasonable,ST (C),177 cm,73 kg,29,€4.9M - €9M,"€84,500 p/m",249,61,,23,-,Intelligent,-,Pressing Forward,Attack,ST (C),15,2,13,15,15,14,11,2,3,11,14,5,9,15,12,12,3,14,13,12,6,3,14,10,1,10,11,8,6,11,14,1,13,13,9,11,2,2,2,12,12,10,15,13,3,12,16,1992-11-18,1992-11-18,henry martin
Uriel Antuna,1997-08-21,México,1,51055829,,Uriel Antuna,21/8/1997 (24 years old),MEX,Mexican First Division,Cruz Azul,Mexico (First Division),Right Only,Very Strong,Weak,"AM (RL), ST (C)",174 cm,59 kg,24,€3.6M - €7M,"€71,500 p/m",158,19,,32,5,Technical,-,Winger,Support,AM (R),16,1,8,16,10,8,12,1,2,10,11,10,12,11,13,13,3,11,12,14,5,1,8,7,3,6,9,9,6,15,13,3,16,12,10,7,1,2,3,14,6,6,12,12,3,10,12,1997-08-21,1997-08-21,uriel antuna
Hirving Lozano,1995-07-30,México,1,51042313,Inj,Hirving Lozano,30/7/1995 (26 years old),MEX,Italian Serie A,Parthenope,Italy (Serie A),Right,Very Strong,Reasonable,"AM (RL), ST (C)",175 cm,70 kg,26,€26M - €31M,"€481,000 p/m",270,87,Main,58,8,Technical,-,Inverted Winger,Attack,AM (L),16,4,12,16,14,11,9,3,3,15,10,9,13,13,12,14,2,14,15,16,12,3,12,9,3,7,12,5,4,13,16,1,16,14,14,6,1,3,2,13,7,6,11,15,3,13,12,1995-07-30,1995-07-30,hirving lozano
Jesús Gallardo,1994-08-15,México,1,51049312,,Jesús Gallardo,15/8/1994 (27 years old),MEX,Mexican First Division,Monterrey,Mexico (First Division),Left Only,Weak,Very Strong,D/WB/M/AM (L),177 cm,68 kg,27,€120K - €6.6M,"€83,000 p/m",301,48,Main,75,-,Intelligent,-,Full-Back,Attack,D (L),14,2,8,15,13,11,15,4,2,11,11,8,13,12,13,12,3,10,11,13,10,3,11,12,3,7,9,13,11,14,14,3,14,13,8,13,1,3,1,15,7,13,14,12,1,12,16,1994-08-15,1994-08-15,jesus gallardo
Luis Chávez,1996-01-15,México,1,51049414,,Luis Chávez,15/1/1996 (26 years old),MEX,Mexican First Division,Pachuca,Mexico (First Division),Left,Reasonable,Very Strong,"M (LC), AM (L)",178 cm,73 kg,26,€220K - €7.4M,"€75,000 p/m",166,8,Main,4,-,Physical,-,Mezzala,Support,M (C),12,2,10,13,12,14,11,2,2,11,12,12,13,12,17,13,3,11,12,10,13,2,9,11,2,12,12,13,8,13,13,3,13,14,11,13,1,2,2,14,12,12,12,14,1,14,16,1996-01-15,1996-01-15,luis chavez
Roberto Alvarado,1998-09-07,México,1,51045753,,Roberto Alvarado,7/9/1998 (23 years old),MEX,Mexican First Division,Chivas,Mexico (First Division),Left,Reasonable,Very Strong,"M (L), AM (RL)",172 cm,70 kg,23,€4.3M - €8.2M,"€76,000 p/m",244,33,,29,5,Technical,-,Winger,Support,AM (L),15,3,11,14,13,12,12,1,1,13,12,11,14,12,11,15,2,12,14,12,9,3,10,9,1,11,10,11,7,10,13,3,13,13,8,8,3,2,3,13,9,7,12,13,3,14,10,1998-09-07,1998-09-07,roberto alvarado
Kevin Álvarez,1999-01-15,México,1,51070655,Wnt,Kevin Álvarez,15/1/1999 (23 years old),MEX,Mexican First Division,Pachuca,Mexico (First Division),Right,Very Strong,Reasonable,D (R),175 cm,63 kg,23,€210K - €2.1M,"€63,000 p/m",116,3,,4,12,Technical,-,Wing-Back,Support,D (R),13,1,13,13,13,12,13,3,2,11,12,10,13,14,12,14,3,8,11,7,8,2,11,10,3,13,8,11,12,10,14,2,13,14,7,13,2,1,1,14,10,14,10,14,1,12,12,1999-01-15,1999-01-15,kevin alvarez
Wojciech Szczęsny,1990-04-18,Polônia,1,28009478,Inj,Wojciech Szczęsny,18/4/1990 (32 years old),POL,Italian Serie A,Juventus,Italy (Serie A),Right,Very Strong,Reasonable,GK,195 cm,90 kg,32,Not for Sale,"€1,003,000 p/m",369,-,Main,64,9,Shot Stopper,-,Sweeper Keeper,Support,GK,9,16,12,15,13,11,14,14,14,17,12,1,3,12,15,3,13,1,10,7,1,18,5,17,16,8,3,1,3,12,4,16,12,11,2,14,7,17,16,11,15,1,9,8,13,10,11,1990-04-18,1990-04-18,wojciech szczesny
Matty Cash,1997-08-07,Polônia,1,29147447,,Matty Cash,7/8/1997 (24 years old),POL,English Premier Division,Aston Villa,England (Premier Division),Right,Very Strong,Fairly Strong,D/WB/M (R),185 cm,79 kg,24,€24M - €29M,"€327,000 p/m",207,18,Main,7,-,Leader,-,Full-Back,Attack,D (R),14,2,15,14,15,13,13,4,2,11,11,10,11,11,15,13,4,11,14,11,10,2,12,11,3,9,12,17,9,15,13,3,14,13,8,11,1,1,1,15,12,13,16,12,2,11,16,1997-08-07,1997-08-07,matty cash
Artur Jędrzejczyk,1987-11-04,Polônia,1,54000966,,Artur Jędrzejczyk,4/11/1987 (34 years old),POL,PKO Bank Polski Ekstraklasa,Legia,Poland (PKO BP Ekstraklasa),Right,Very Strong,Weak,D (RC),188 cm,78 kg,34,€12K - €120K,"€39,000 p/m",351,14,,39,2,Physical,-,No-Nonsense Full-Back,Defend,D (R),9,3,18,9,14,16,10,2,3,10,12,5,10,14,12,5,4,6,8,5,5,1,14,13,1,16,6,14,15,16,11,3,9,10,7,13,2,2,2,13,14,14,13,8,1,5,13,1987-11-04,1987-11-04,artur jedrzejczyk
Mateusz Wieteska,1997-02-11,Polônia,1,96059426,,Mateusz Wieteska,11/2/1997 (25 years old),POL,Ligue 1 Uber Eats,Clermont,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,D (C),187 cm,77 kg,25,€250K - €2.5M,"€20,500 p/m",213,22,,1,17,Physical,-,Central Defender,Defend,D (C),11,2,14,8,11,13,13,2,1,12,7,7,10,13,13,9,2,8,10,10,8,2,15,14,2,14,8,12,14,12,11,3,11,12,12,13,2,2,3,13,14,14,12,9,3,10,11,1997-02-11,1997-02-11,mateusz wieteska
Jan Bednarek,1996-04-12,Polônia,1,96047750,,Jan Bednarek,12/4/1996 (26 years old),POL,English Premier Division,Aston Villa,England (Premier Division),Right,Very Strong,Reasonable,D (C),189 cm,77 kg,26,€29M - €43M,"€302,000 p/m",199,10,Main,42,10,Physical,-,Ball Playing Defender,Defend,D (C),13,3,12,12,14,13,17,3,1,13,14,2,7,14,13,9,1,7,11,8,3,3,14,14,2,13,5,5,15,17,5,2,13,12,5,14,1,2,3,17,15,14,14,13,3,9,15,1996-04-12,1996-04-12,jan bednarek
Krystian Bielik,1998-01-04,Polônia,1,96075512,Inj,Krystian Bielik,4/1/1998 (24 years old),POL,Sky Bet Championship,Birmingham,England (Sky Bet Championship),Right Only,Very Strong,Weak,"D (C), DM, M (C)",189 cm,78 kg,24,€475K - €8.4M,"€80,500 p/m",100,8,Main,5,6,Technical,Damaged cruciate ligaments,Deep Lying Playmaker,Defend,DM,9,2,14,9,13,13,13,3,2,14,13,4,6,13,14,13,3,5,14,8,7,1,14,16,1,11,7,6,15,15,7,3,10,15,5,12,3,1,1,13,14,14,14,15,1,14,14,1998-01-04,1998-01-04,krystian bielik
Arkadiusz Milik,1994-02-28,Polônia,1,96026541,,Arkadiusz Milik,28/2/1994 (28 years old),POL,Italian Serie A,Juventus,Italy (Serie A),Left,Reasonable,Very Strong,ST (C),186 cm,80 kg,28,€54M - €64M,"€329,000 p/m",258,104,Main,62,9,Intelligent,-,Deep Lying Forward,Support,ST (C),14,3,10,14,17,16,14,3,2,14,14,10,10,15,13,12,3,16,15,14,15,3,15,14,1,11,14,4,4,12,15,3,13,13,15,4,2,1,3,13,15,6,15,16,1,11,16,1994-02-28,1994-02-28,arkadiusz milik
Damian Szymański,1995-06-16,Polônia,1,96067434,Wnt,Damian Szymański,16/6/1995 (27 years old),POL,Greek Super League 1,AEK,Greece (Super League 1),Right,Very Strong,Fairly Strong,"DM, M (C)",183 cm,76 kg,27,€475K - €4.7M,"€51,000 p/m",205,17,,8,-,Leader,-,Ball Winning Midfielder,Defend,M (C),12,1,14,12,12,14,15,1,4,11,12,7,12,10,14,10,2,10,11,9,9,1,12,11,3,12,11,8,13,16,12,3,12,12,10,13,4,2,2,15,13,13,14,11,3,12,15,1995-06-16,1995-06-16,damian szymanski
Robert Lewandowski,1988-08-21,Polônia,1,719601,,Robert Lewandowski,21/8/1988 (33 years old),POL,Spanish First Division,Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,ST (C),185 cm,81 kg,33,Not for Sale,"€1,496,000 p/m",501,380,Main,132,3,Intelligent,-,Poacher,Attack,ST (C),14,3,15,13,19,19,16,3,2,17,17,3,8,17,20,13,2,19,18,14,15,3,17,15,1,15,12,3,7,20,19,2,14,13,20,7,2,2,3,18,16,7,12,16,3,13,12,1988-08-21,1988-08-21,robert lewandowski
Grzegorz Krychowiak,1990-01-29,Polônia,1,34012402,,Grzegorz Krychowiak,29/1/1990 (32 years old),POL,Saudi Professional League,Al-Shabab,Saudi Arabia (Saudi Pro League),Right,Very Strong,Reasonable,"DM, M (C)",187 cm,87 kg,32,€4.9M - €7.4M,"€253,000 p/m",344,40,Main,91,7,Leader,-,Ball Winning Midfielder,Defend,DM,11,3,15,12,16,15,16,1,2,13,15,6,7,15,14,11,3,10,12,8,7,3,12,13,3,15,13,5,14,16,14,3,12,13,12,14,3,1,3,15,15,14,15,12,2,12,15,1990-01-29,1990-01-29,grzegorz krychowiak
Kamil Grosicki,1988-06-08,Polônia,1,721326,,Kamil Grosicki,8/6/1988 (34 years old),POL,PKO Bank Polski Ekstraklasa,Pogoń,Poland (PKO BP Ekstraklasa),Right,Very Strong,Reasonable,AM (RL),180 cm,78 kg,34,Not for Sale,"€35,000 p/m",442,84,,86,12,Technical,-,Inverted Winger,Support,AM (L),14,3,8,14,11,12,7,1,3,11,10,11,13,10,14,15,4,11,14,15,14,1,7,9,1,8,13,5,7,11,13,1,14,13,13,10,2,2,3,10,9,7,8,13,3,10,12,1988-06-08,1988-06-08,kamil grosicki
Łukasz Skorupski,1991-05-05,Polônia,1,54009099,,Łukasz Skorupski,5/5/1991 (31 years old),POL,Italian Serie A,Bologna,Italy (Serie A),Right Only,Very Strong,Weak,GK,187 cm,84 kg,31,Not for Sale,"€139,000 p/m",281,-,Main,7,5,Shot Stopper,-,Sweeper Keeper,Defend,GK,12,13,13,16,13,15,14,11,11,12,12,3,3,13,13,3,1,2,5,10,7,12,6,14,9,11,1,2,3,14,9,17,13,5,4,14,16,16,3,15,15,3,17,5,9,5,16,1991-05-05,1991-05-05,lukasz skorupski
Jakub Kamiński,2002-06-05,Polônia,1,96121228,,Jakub Kamiński,5/6/2002 (20 years old),POL,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Right,Very Strong,Reasonable,M/AM (RL),179 cm,68 kg,20,€7.6M - €11.5M,"€83,000 p/m",102,19,U21,3,12,Leader,-,Inverted Winger,Support,AM (L),15,4,11,13,11,11,13,1,2,12,10,9,10,10,13,14,1,11,12,14,7,3,8,8,2,11,10,5,8,15,13,1,15,12,7,8,3,3,1,13,8,9,12,13,3,12,14,2002-06-05,2002-06-05,jakub kaminski
Jakub Kiwior,2000-02-15,Polônia,1,96102946,,Jakub Kiwior,15/2/2000 (22 years old),POL,Italian Serie A,Spezia,Italy (Serie A),Left,Weak,Very Strong,"D (LC), DM",188 cm,78 kg,22,Not for Sale,"€110,000 p/m",74,4,Main,2,15,Intelligent,-,Defensive Midfielder,Support,DM,12,3,12,12,15,11,13,3,2,13,14,9,11,12,14,12,3,7,12,9,12,1,13,14,1,11,8,7,14,15,7,2,13,12,8,15,2,1,4,13,12,13,15,13,3,12,13,2000-02-15,2000-02-15,jakub kiwior
Kamil Glik,1988-02-03,Polônia,1,67030699,,Kamil Glik,3/2/1988 (34 years old),POL,Italian Serie B,Benevento,Italy (Serie B),Right Only,Very Strong,Weak,D (C),190 cm,80 kg,34,€16K - €170K,"€139,000 p/m",429,27,Main,96,14,Leader,-,No-Nonsense Centre-Back,Stopper,D (C),9,2,18,9,13,15,17,2,1,13,10,4,9,13,18,7,2,7,10,8,6,2,16,16,3,16,9,6,11,17,9,3,9,11,9,14,3,2,2,12,16,16,16,9,2,12,13,1988-02-03,1988-02-03,kamil glik
Karol Świderski,1997-01-23,Polônia,1,96092561,,Karol Świderski,23/1/1997 (25 years old),POL,Major League Soccer,Charlotte FC,U.S.A. (MLS),Either,Strong,Very Strong,ST (C),184 cm,78 kg,25,€9.2M - €11M,"€190,000 p/m",238,63,,16,11,Intelligent,-,Advanced Forward,Attack,ST (C),11,1,6,13,15,12,11,3,1,13,13,8,10,13,14,13,2,14,15,12,9,1,12,12,1,9,12,6,7,12,14,1,10,12,13,8,2,2,1,12,10,4,11,13,4,12,13,1997-01-23,1997-01-23,karol swiderski
Szymon Żurkowski,1997-09-25,Polônia,1,96110489,Lst,Szymon Żurkowski,25/9/1997 (24 years old),POL,Italian Serie A,Fiorentina,Italy (Serie A),Right,Very Strong,Fairly Strong,"DM, M/AM (C)",185 cm,77 kg,24,€1.8M,"€77,500 p/m",158,15,,5,13,Physical,-,Mezzala,Support,M (C),13,1,15,13,12,14,13,2,3,10,12,10,10,12,15,12,2,13,12,12,9,2,8,12,3,10,14,10,9,14,14,1,13,12,10,12,1,2,3,14,14,11,13,14,1,12,16,1997-09-25,1997-09-25,szymon zurkowski
Bartosz Bereszyński,1992-07-12,Polônia,1,96011201,,Bartosz Bereszyński,12/7/1992 (29 years old),POL,Italian Serie A,Sampdoria,Italy (Serie A),Right,Very Strong,Reasonable,D/WB (R),183 cm,77 kg,29,€3.9M - €7.4M,"€69,000 p/m",282,4,Main,43,4,Physical,-,Full-Back,Attack,D (R),13,3,16,12,13,13,16,1,1,11,11,6,13,12,15,11,1,4,11,10,6,1,12,10,1,5,4,16,12,15,13,2,13,13,8,12,1,3,1,16,16,15,15,12,2,11,16,1992-07-12,1992-07-12,bartosz bereszynski
Sebastian Szymański,1999-05-10,Polônia,1,96088503,,Sebastian Szymański,10/5/1999 (23 years old),POL,Eredivisie,Feyenoord,Holland (Eredivisie),Left,Reasonable,Very Strong,"M (C), AM (RLC)",174 cm,60 kg,23,€10M - €12.5M,"€194,000 p/m",165,20,Main,15,16,Leader,-,Inverted Winger,Support,AM (R),14,3,13,14,15,10,14,1,2,13,11,15,12,13,17,13,2,9,12,14,13,2,6,6,1,13,14,6,11,11,15,1,14,11,12,11,2,2,1,16,8,10,16,14,3,11,16,1999-05-10,1999-05-10,sebastian szymanski
Piotr Zieliński,1994-05-20,Polônia,1,43093171,,Piotr Zieliński,20/5/1994 (28 years old),POL,Italian Serie A,Parthenope,Italy (Serie A),Either,Very Strong,Strong,M/AM (C),180 cm,69 kg,28,€41M - €51M,"€540,000 p/m",296,37,Main,72,7,Creative,-,Central Midfielder,Attack,M (C),13,4,10,14,15,12,11,3,4,12,9,14,14,14,11,13,3,14,17,15,12,3,7,9,1,10,15,4,7,16,14,1,14,17,14,10,1,1,3,14,10,7,15,16,3,16,12,1994-05-20,1994-05-20,piotr zielinski
Nicola Zalewski,2002-01-23,Polônia,1,43426126,Wnt,Nicola Zalewski,23/1/2002 (20 years old),POL,Italian Serie A,Capitoline,Italy (Serie A),Either,Very Strong,Strong,D/WB/M/AM (L),175 cm,63 kg,20,€11.5M - €17M,"€77,500 p/m",17,-,Main,5,4,Technical,-,Inverted Winger,Support,AM (L),15,2,12,15,12,12,12,1,1,11,10,10,11,11,14,15,2,8,15,16,9,2,5,7,3,4,10,4,10,13,14,3,14,14,11,10,1,2,1,12,8,13,12,14,1,14,12,2002-01-23,2002-01-23,nicola zalewski
Kamil Grabara,1999-01-08,Polônia,1,96085886,Wnt,Kamil Grabara,8/1/1999 (23 years old),POL,3F Superliga,FC København,Denmark (3F Superliga),Right Only,Very Strong,Weak,GK,195 cm,93 kg,23,€4.6M - €6.8M,"€52,500 p/m",105,-,,1,19,Assertive,-,Sweeper Keeper,Attack,GK,11,16,17,13,13,13,17,14,14,15,13,3,1,13,18,4,13,2,5,1,3,12,7,16,8,7,1,2,2,12,3,15,10,5,1,14,14,16,14,11,14,2,13,7,13,9,10,1999-01-08,1999-01-08,kamil grabara
Krzysztof Piątek,1995-07-01,Polônia,1,96054420,,Krzysztof Piątek,1/7/1995 (26 years old),POL,Italian Serie A,Salernitana,Italy (Serie A),Right,Very Strong,Reasonable,ST (C),183 cm,77 kg,26,€7.2M - €11M,"€417,000 p/m",295,107,,23,14,Intelligent,-,Poacher,Attack,ST (C),12,1,11,13,17,16,14,3,3,16,15,6,8,12,13,11,2,16,13,10,9,2,14,13,2,12,12,7,6,14,15,3,12,9,17,7,1,3,2,13,14,9,11,12,1,9,11,1995-07-01,1995-07-01,krzysztof piatek
Przemysław Frankowski,1995-04-12,Polônia,1,96029182,Wnt,Przemysław Frankowski,12/4/1995 (27 years old),POL,Ligue 1 Uber Eats,RC Lens,France (Ligue 1 Uber Eats),Right,Very Strong,Fairly Strong,"WB (RL), M (RLC)",173 cm,71 kg,27,€60K - €5.2M,"€43,500 p/m",293,43,,24,12,Technical,-,Inverted Winger,Support,M (L),14,3,7,12,12,12,9,1,3,12,11,8,12,11,11,13,2,12,12,14,8,2,7,8,1,7,12,11,11,12,13,1,14,13,5,11,4,2,2,12,9,11,15,13,1,12,14,1995-04-12,1995-04-12,przemyslaw frankowski
Robert Gumny,1998-06-04,Polônia,1,96075390,,Robert Gumny,4/6/1998 (24 years old),POL,Bundesliga,FC Augsburg,Germany (Bundesliga),Right,Very Strong,Reasonable,"D (RL), WB (R)",177 cm,61 kg,24,€200K - €2M,"€26,000 p/m",162,6,,3,17,Technical,-,Wing-Back,Defend,D (R),14,1,14,14,12,10,12,4,2,12,13,7,12,13,15,10,3,6,12,9,5,2,10,9,1,6,6,11,12,11,13,2,14,11,8,12,2,2,1,13,7,13,12,12,2,11,14,1998-06-04,1998-06-04,robert gumny
Michał Skóraś,2000-02-15,Polônia,1,96105401,,Michał Skóraś,15/2/2000 (22 years old),POL,PKO Bank Polski Ekstraklasa,Lech,Poland (PKO BP Ekstraklasa),Right,Very Strong,Reasonable,"D/WB (R), M/AM (RL)",172 cm,64 kg,22,€900K - €1.9M,"€3,700 p/m",124,10,,0,10,Technical,-,Winger,Support,AM (R),13,3,13,12,11,7,13,2,2,9,10,10,12,10,14,13,2,9,11,11,11,3,7,7,2,5,8,3,8,12,10,2,12,10,10,8,3,4,3,12,8,6,13,11,2,11,14,2000-02-15,2000-02-15,michal skoras
